Wavelength,Intensity
410.0,14.822857142857142
411.03076923076924,14.84
412.0615384615385,16.4
413.0923076923077,17.017142857142858
414.12307692307695,18.37142857142857
415.1538461538462,19.714285714285715
416.1846153846154,21.154285714285713
417.21538461538466,22.914285714285715
418.24615384615385,24.594285714285714
419.2769230769231,25.17142857142857
420.3076923076923,25.94857142857143
421.33846153846156,26.8
422.3692307692308,29.13142857142857
423.4,29.542857142857144
424.4307692307692,29.982857142857142
425.46153846153845,30.297142857142855
426.4923076923077,29.874285714285715
427.5230769230769,29.994285714285713
428.55384615384617,29.902857142857144
429.5846153846154,29.737142857142857
430.61538461538464,29.76
431.6461538461539,29.382857142857144
432.6769230769231,28.725714285714286
433.70769230769235,28.085714285714285
434.73846153846154,26.834285714285713
435.7692307692308,26.50857142857143
436.8,25.205714285714286
437.83076923076925,24.33142857142857
438.8615384615385,22.96
439.89230769230767,21.82857142857143
440.9230769230769,20.97142857142857
441.95384615384614,20.302857142857142
442.9846153846154,19.01142857142857
444.0153846153846,18.102857142857143
445.04615384615386,17.542857142857144
446.0769230769231,16.942857142857143
447.10769230769233,15.942857142857143
448.13846153846157,14.925714285714285
449.1692307692308,14.371428571428572
450.20000000000005,13.297142857142857
451.2307692307692,13.04
452.26153846153846,12.188571428571429
453.2923076923077,11.314285714285715
454.32307692307694,11.131428571428572
455.3538461538462,10.314285714285715
456.38461538461536,10.074285714285715
457.4153846153846,9.508571428571429
458.44615384615383,9.085714285714285
459.4769230769231,9.108571428571429
460.5076923076923,9.154285714285715
461.53846153846155,8.782857142857143
462.5692307692308,8.874285714285714
463.6,8.382857142857143
464.63076923076926,8.628571428571428
465.6615384615385,9.074285714285715
466.69230769230774,9.571428571428571
467.7230769230769,9.742857142857142
468.75384615384615,9.782857142857143
469.7846153846154,9.611428571428572
470.81538461538463,9.959999999999999
471.84615384615387,11.211428571428572
472.87692307692305,11.76
473.9076923076923,13.131428571428572
474.9384615384615,13.714285714285714
475.96923076923076,14.902857142857142
477.0,16.125714285714285
478.03076923076924,17.50857142857143
479.0615384615385,18.548571428571428
480.0923076923077,19.942857142857143
481.12307692307695,20.937142857142856
482.1538461538462,21.982857142857142
483.18461538461537,23.17142857142857
484.2153846153846,24.714285714285715
485.24615384615385,26.925714285714285
486.2769230769231,28.28
487.3076923076923,30.497142857142858
488.33846153846156,32.36
489.3692307692308,34.182857142857145
490.4,35.354285714285716
491.4307692307692,36.77142857142857
492.46153846153845,37.965714285714284
493.4923076923077,38.84571428571429
494.5230769230769,39.48571428571429
495.55384615384617,40.50857142857143
496.5846153846154,40.78285714285714
497.61538461538464,41.714285714285715
498.6461538461539,41.97714285714286
499.67692307692306,42.86857142857143
500.7076923076923,42.76
501.73846153846154,43.46857142857143
502.7692307692308,43.86857142857143
503.8,44.18857142857143
504.83076923076925,44.18857142857143
